Distancia (pixeles),medicion 1,medicion 2,medicion 3,medicion 4,medicion 5,medicion 6,medicion 7,medicion 8,medicion 9,medicion 10,medicion 11,medicion 12,medicion 13,medicion 14,medicion 15,medicion 16,medicion 17,medicion 18,medicion 19,medicion 20,medicion 21,medicion 22,medicion 23,medicion 24
0,150.667,130.0,55.333,59.333,34.333,28.666999999999998,19.667,16.0,14.0,10.667,11.333,9.333,11.0,17.0,13.667,11.333,10.0,9.333,9.333,6.667000000000001,8.0,5.332999999999999,5.0,5.0
1,146.667,128.333,61.667,60.333,33.667,30.333000000000002,20.666999999999998,17.0,14.0,10.667,11.333,9.333,11.0,17.667,13.667,11.333,10.0,9.333,9.333,6.667000000000001,8.0,5.332999999999999,5.0,5.0
2,145.667,133.333,60.0,59.333,36.0,27.0,22.333000000000002,17.0,14.0,11.333,11.333,9.333,11.0,17.667,13.667,12.333,10.0,9.333,9.333,6.667000000000001,8.0,5.332999999999999,5.0,5.0
3,147.667,132.667,60.333,60.333,32.333,28.666999999999998,23.333000000000002,17.0,14.0,11.333,12.667,9.333,10.667,17.667,13.667,12.333,10.0,9.333,9.333,6.667000000000001,8.0,5.332999999999999,5.0,5.0
4,151.667,128.333,56.333,60.333,28.333000000000002,25.666999999999998,24.666999999999998,17.667,14.0,12.667,12.667,9.333,10.667,17.667,13.667,12.333,10.0,10.0,9.333,6.667000000000001,8.0,5.332999999999999,5.0,5.0
5,157.667,119.667,59.0,62.333,26.0,25.333000000000002,24.666999999999998,17.333,14.0,12.667,12.667,9.333,9.333,18.0,13.667,12.333,10.0,10.0,9.0,6.332999999999999,8.0,5.332999999999999,5.0,5.0
6,150.667,130.333,59.0,62.333,24.333000000000002,25.333000000000002,24.333000000000002,18.333,14.667,13.333,12.667,10.0,9.333,17.333,13.667,12.667,10.0,10.0,9.0,6.332999999999999,8.0,5.332999999999999,5.0,5.0
7,144.667,132.333,62.667,63.0,28.333000000000002,25.333000000000002,22.333000000000002,17.333,14.0,13.333,12.667,10.0,10.0,17.0,13.667,12.667,10.0,10.0,9.0,6.332999999999999,8.0,5.332999999999999,5.0,4.0
8,155.0,130.333,60.0,65.333,33.0,25.666999999999998,22.333000000000002,18.667,14.0,13.333,12.667,10.0,10.0,17.333,13.667,12.667,10.0,10.0,9.0,6.332999999999999,8.0,5.332999999999999,5.0,4.0
9,165.0,132.333,54.667,66.667,28.666999999999998,27.0,22.666999999999998,19.333,14.0,13.333,12.333,10.0,10.667,18.0,14.0,12.667,10.0,10.0,9.0,6.332999999999999,8.0,5.0,4.0,3.333
10,158.0,143.333,57.667,66.0,28.0,26.666999999999998,23.0,17.667,14.0,13.333,12.333,10.0,10.667,17.0,14.667,12.333,10.0,10.0,9.0,6.332999999999999,8.0,5.0,4.0,3.333
11,156.0,134.0,63.333,67.333,32.667,26.333000000000002,22.0,18.0,15.0,13.333,11.333,10.0,11.0,17.667,14.0,12.333,10.0,10.0,9.0,6.667000000000001,7.667000000000001,5.0,5.0,3.333
12,153.333,130.333,62.333,67.0,33.333,26.666999999999998,22.0,17.667,15.0,13.333,11.333,10.0,11.0,17.333,15.333,11.333,10.0,10.0,9.0,6.667000000000001,7.667000000000001,5.0,5.0,3.333
13,150.667,130.0,61.333,67.0,29.0,26.333000000000002,23.0,18.667,15.667,13.333,11.333,10.0,11.0,17.667,15.333,11.333,10.0,10.0,9.0,7.667000000000001,7.667000000000001,5.0,5.0,3.333
14,144.667,129.0,59.667,64.667,27.0,25.666999999999998,24.333000000000002,19.333,15.667,13.333,11.333,9.333,11.0,17.667,15.333,11.0,11.0,11.0,9.0,7.667000000000001,7.667000000000001,5.0,5.0,3.333
15,144.667,134.333,59.333,67.0,26.0,25.333000000000002,23.333000000000002,21.0,15.667,13.333,11.333,9.333,11.333,18.0,15.0,11.0,11.0,11.0,9.0,8.0,7.667000000000001,5.332999999999999,5.0,3.333
16,154.0,147.0,60.0,68.667,26.0,27.0,23.333000000000002,22.0,16.0,13.333,11.333,9.333,11.333,17.667,15.333,11.0,11.0,11.0,9.0,8.0,7.667000000000001,5.332999999999999,5.0,3.333
17,151.0,129.667,62.0,68.0,28.333000000000002,26.333000000000002,23.0,22.0,15.667,13.333,11.0,9.333,11.333,17.333,14.0,11.0,11.0,11.0,9.0,8.0,7.667000000000001,6.332999999999999,5.0,4.0
18,151.0,129.667,63.667,66.667,30.666999999999998,27.0,21.0,22.666999999999998,16.333,13.667,11.0,9.333,11.333,17.0,15.0,11.0,11.0,11.0,9.0,8.0,7.667000000000001,6.332999999999999,5.0,4.0
19,154.333,131.667,65.0,66.667,31.333000000000002,31.666999999999998,22.0,22.666999999999998,16.0,13.667,11.0,9.333,11.333,16.333,13.333,11.0,11.0,11.0,9.0,8.0,7.667000000000001,6.332999999999999,5.332999999999999,4.0
20,156.333,138.667,65.0,67.667,33.0,31.666999999999998,22.666999999999998,23.0,15.667,13.667,11.0,10.667,11.333,16.333,13.667,11.333,11.0,11.0,9.0,8.0,7.667000000000001,6.332999999999999,5.332999999999999,4.0
21,154.0,131.0,64.0,67.667,31.333000000000002,31.666999999999998,22.666999999999998,23.0,15.667,13.667,11.333,10.667,11.333,17.667,13.667,11.333,11.0,11.0,9.0,8.0,8.0,6.332999999999999,5.332999999999999,4.0
22,155.0,124.333,61.667,68.333,31.333000000000002,32.333,23.0,23.0,15.667,13.667,11.333,11.0,11.333,17.667,13.667,11.333,11.0,10.0,9.0,8.0,8.0,6.332999999999999,5.332999999999999,4.0
23,157.333,128.0,60.333,65.333,31.0,32.333,22.0,21.0,15.667,13.667,11.333,11.0,12.333,18.333,13.333,11.333,11.0,10.0,9.0,8.0,9.0,6.332999999999999,5.332999999999999,5.0
24,165.333,133.0,60.333,66.0,30.333000000000002,30.666999999999998,24.0,22.0,16.333,13.667,11.333,11.0,12.333,17.667,14.0,12.667,11.333,10.0,9.0,8.0,9.0,6.332999999999999,5.332999999999999,5.0
25,160.333,149.333,55.667,66.667,30.333000000000002,31.333000000000002,23.0,19.667,15.667,13.667,12.333,11.0,12.333,17.333,16.333,12.667,11.333,10.0,8.0,8.0,9.0,6.332999999999999,5.332999999999999,5.0
26,153.333,135.333,62.333,66.667,31.0,30.0,24.333000000000002,21.666999999999998,17.0,13.667,12.333,11.0,12.333,17.0,17.0,12.667,11.333,10.0,8.0,8.0,9.0,6.332999999999999,5.332999999999999,5.0
27,157.667,134.333,64.0,68.333,31.666999999999998,30.0,24.0,21.0,15.667,13.667,12.333,11.0,12.333,17.333,17.667,12.667,11.333,10.0,8.0,8.0,9.0,6.332999999999999,5.332999999999999,5.0
28,155.667,139.0,64.0,68.667,32.333,29.0,23.333000000000002,22.0,15.667,13.667,12.333,11.0,12.333,16.333,19.667,12.667,11.333,10.0,8.0,8.0,9.0,6.332999999999999,5.332999999999999,5.0
29,157.667,139.667,63.667,70.0,33.667,29.666999999999998,22.0,20.666999999999998,15.0,13.667,12.333,11.0,12.333,17.0,20.666999999999998,12.667,11.333,10.0,8.333,9.0,9.0,6.332999999999999,5.332999999999999,5.0
30,163.667,139.667,64.333,69.333,37.0,30.333000000000002,22.333000000000002,22.333000000000002,17.0,13.667,12.333,11.0,12.333,16.333,21.0,13.333,11.333,10.0,8.333,9.0,9.0,6.332999999999999,5.332999999999999,5.0
31,160.333,138.333,67.0,68.667,37.333,33.667,22.666999999999998,21.0,16.333,13.667,12.667,11.0,12.333,17.667,20.666999999999998,13.333,11.333,10.0,9.0,9.0,9.0,6.332999999999999,5.332999999999999,4.0
32,158.667,143.333,66.333,68.667,36.333,31.333000000000002,22.333000000000002,20.666999999999998,16.333,13.667,12.667,11.0,12.333,17.667,22.333000000000002,13.667,11.333,10.0,9.0,9.0,9.0,6.332999999999999,5.332999999999999,4.0
33,160.667,148.667,66.333,70.333,39.667,24.0,23.333000000000002,21.0,16.333,13.667,13.333,11.0,12.333,18.667,21.666999999999998,13.667,11.333,10.0,9.0,9.0,8.333,6.332999999999999,5.0,4.0
34,158.333,137.667,68.0,71.0,42.667,24.666999999999998,24.333000000000002,21.666999999999998,16.333,13.667,13.333,11.333,12.333,17.333,22.0,13.667,11.333,10.0,9.0,9.0,8.333,6.332999999999999,5.0,4.0
35,159.667,142.333,67.333,71.0,42.0,25.333000000000002,24.333000000000002,23.333000000000002,17.0,13.667,12.333,11.333,12.333,17.667,19.333,13.667,11.333,10.0,9.333,9.0,7.667000000000001,5.667000000000001,5.0,4.0
36,157.333,145.0,66.667,75.667,41.333,26.0,24.333000000000002,24.333000000000002,17.0,13.667,12.333,12.333,12.333,18.0,18.333,13.667,10.667,10.0,9.333,9.0,7.667000000000001,5.667000000000001,5.0,4.0
37,151.0,139.0,67.0,71.0,40.333,35.0,25.0,24.333000000000002,18.333,13.667,12.333,12.333,12.333,18.333,13.667,13.667,10.667,10.0,10.0,9.333,7.667000000000001,6.332999999999999,5.0,4.0
38,161.667,142.333,67.667,77.667,41.333,35.667,28.0,24.666999999999998,19.333,13.667,12.333,12.333,12.333,18.0,13.667,13.667,10.0,10.0,10.0,9.333,7.667000000000001,6.332999999999999,5.0,4.0
39,163.0,153.333,70.667,72.0,44.333,37.333,27.333000000000002,24.333000000000002,20.0,14.0,12.667,12.333,12.333,19.667,13.667,13.667,10.0,10.0,9.333,9.333,7.667000000000001,6.332999999999999,5.0,4.0
40,163.0,144.667,70.667,73.0,44.333,33.333,25.0,24.333000000000002,19.333,14.0,12.667,12.667,12.333,19.667,13.667,13.667,11.0,10.667,9.333,9.333,7.667000000000001,6.332999999999999,5.0,4.0
41,165.0,142.667,73.667,71.333,40.333,33.333,24.666999999999998,24.333000000000002,20.666999999999998,13.667,12.333,12.667,12.667,21.666999999999998,13.667,13.667,11.0,10.667,9.333,9.333,8.333,6.667000000000001,6.667000000000001,5.0
42,165.0,142.667,73.667,71.667,36.667,33.333,25.0,24.666999999999998,21.0,13.667,12.333,12.667,12.333,21.666999999999998,13.667,14.0,11.0,11.0,9.333,9.333,8.333,6.667000000000001,6.667000000000001,5.0
43,162.667,142.0,72.333,71.0,36.333,33.333,26.333000000000002,24.666999999999998,19.667,13.667,11.333,12.667,12.667,22.0,14.0,14.0,11.0,11.0,9.0,9.333,9.0,7.667000000000001,8.333,5.332999999999999
44,164.0,144.333,71.333,71.333,36.333,36.0,27.333000000000002,24.0,20.333,14.0,11.333,13.333,12.667,22.0,14.667,14.0,11.333,11.0,9.0,9.333,9.0,7.667000000000001,8.333,5.332999999999999
45,163.333,148.333,70.667,72.333,36.667,36.667,27.0,24.0,20.666999999999998,14.0,12.667,13.333,13.333,22.0,17.667,14.0,11.333,11.0,9.0,9.333,9.0,7.667000000000001,9.0,5.332999999999999
46,162.333,155.333,70.667,72.333,37.667,38.0,27.0,24.333000000000002,20.333,14.0,12.667,13.333,13.333,20.666999999999998,19.333,14.0,12.333,11.0,9.0,9.333,9.0,7.667000000000001,9.0,5.332999999999999
47,162.667,161.667,70.667,72.333,39.667,41.333,26.333000000000002,24.333000000000002,20.666999999999998,14.0,12.667,13.333,13.333,20.0,22.0,14.0,12.333,11.0,9.0,9.333,9.333,8.0,8.333,5.667000000000001
48,163.667,146.333,67.333,73.333,41.667,39.333,28.0,24.333000000000002,20.333,15.0,13.0,13.333,13.333,21.666999999999998,23.0,15.0,12.667,11.0,9.0,9.333,9.333,8.0,8.333,5.667000000000001
49,162.0,147.667,67.0,72.333,43.0,39.333,28.666999999999998,24.333000000000002,18.667,15.0,12.667,13.333,12.667,22.0,26.333000000000002,15.0,12.667,11.0,9.0,9.333,9.333,8.0,7.667000000000001,6.332999999999999
50,159.0,145.667,69.667,76.333,45.333,37.667,29.666999999999998,24.666999999999998,20.0,15.0,12.667,13.333,12.667,21.666999999999998,28.0,15.0,12.667,11.0,9.0,9.333,9.333,8.0,7.667000000000001,6.332999999999999
51,164.0,144.0,69.667,72.333,45.667,34.667,30.333000000000002,24.333000000000002,19.667,15.0,12.667,13.333,12.667,21.666999999999998,28.0,15.667,12.667,11.0,9.333,9.0,10.0,8.0,6.332999999999999,6.667000000000001
52,165.0,142.667,70.667,76.0,46.333,36.0,31.0,24.0,19.333,15.0,12.667,13.667,12.667,21.666999999999998,28.666999999999998,14.667,12.667,11.0,9.333,9.0,10.0,8.0,6.332999999999999,6.667000000000001
53,168.333,145.667,72.667,72.667,44.667,37.667,28.333000000000002,23.333000000000002,22.0,16.0,12.667,13.667,12.667,21.0,28.666999999999998,15.333,12.667,11.0,10.0,9.0,10.0,9.0,5.332999999999999,6.667000000000001
54,169.333,147.0,71.0,76.0,43.0,40.0,27.666999999999998,24.0,21.666999999999998,17.0,12.667,13.667,12.667,20.333,22.0,15.333,12.667,11.0,10.0,9.0,10.0,9.0,5.332999999999999,6.667000000000001
55,169.333,149.667,69.333,77.0,41.333,43.667,26.666999999999998,25.666999999999998,22.666999999999998,18.333,12.667,13.667,13.333,22.333000000000002,17.667,16.0,12.667,11.0,11.0,9.0,9.0,9.0,5.332999999999999,7.667000000000001
56,161.333,152.667,69.333,75.333,42.0,41.667,27.333000000000002,28.666999999999998,23.0,18.667,12.667,13.667,13.333,22.666999999999998,15.333,15.0,12.333,11.333,11.0,9.0,9.0,9.0,5.332999999999999,7.667000000000001
57,172.333,150.333,70.667,77.667,44.667,41.0,28.333000000000002,25.666999999999998,22.333000000000002,18.333,13.333,13.667,14.0,24.333000000000002,13.333,15.0,12.333,11.333,11.333,9.0,9.0,9.0,5.332999999999999,7.667000000000001
58,177.333,151.667,67.667,84.667,44.667,39.667,28.333000000000002,30.333000000000002,22.666999999999998,20.0,13.333,13.667,15.0,24.0,13.333,15.333,12.333,11.333,11.333,9.0,9.0,9.0,5.332999999999999,7.667000000000001
59,174.667,154.0,66.0,77.667,45.0,37.667,29.333000000000002,28.0,22.333000000000002,18.0,13.667,13.667,14.667,24.0,13.333,15.667,12.333,11.333,11.333,9.0,9.0,9.0,5.332999999999999,6.667000000000001
60,183.0,154.0,67.333,79.0,45.0,43.0,30.0,28.0,22.333000000000002,16.0,13.667,14.0,15.0,24.0,13.333,15.0,12.333,11.333,11.333,9.0,9.0,9.0,5.332999999999999,6.667000000000001
61,178.333,153.667,69.0,80.333,44.667,48.333,28.333000000000002,23.333000000000002,22.0,16.333,13.667,14.0,14.667,24.333000000000002,13.333,16.0,12.333,11.333,11.333,9.0,9.0,9.0,6.332999999999999,6.667000000000001
62,166.667,155.333,70.0,78.0,45.333,40.0,30.666999999999998,25.333000000000002,22.666999999999998,16.333,13.667,14.0,15.0,24.0,14.667,15.667,12.667,12.333,11.333,9.0,9.0,9.0,6.332999999999999,6.667000000000001
63,172.667,163.667,69.667,79.0,45.333,38.0,29.0,25.666999999999998,22.333000000000002,16.0,13.667,14.0,14.0,23.333000000000002,18.0,16.0,13.0,12.333,11.333,9.333,9.0,9.333,6.332999999999999,6.667000000000001
64,181.0,160.0,74.333,76.333,45.333,41.0,31.333000000000002,28.0,22.333000000000002,17.0,13.667,14.0,14.667,24.666999999999998,20.0,14.667,13.333,12.667,11.333,9.333,9.0,9.333,6.332999999999999,6.667000000000001
65,175.667,168.667,85.667,79.0,44.333,40.667,30.666999999999998,28.0,22.333000000000002,16.333,14.0,14.0,14.667,25.333000000000002,24.666999999999998,15.333,14.667,12.667,11.333,9.333,11.0,9.333,7.667000000000001,6.667000000000001
66,172.0,168.667,75.667,79.667,43.333,44.0,29.0,28.0,22.333000000000002,18.0,15.0,14.0,15.0,25.0,31.333000000000002,15.667,14.0,12.667,11.333,9.333,11.0,9.333,7.667000000000001,6.667000000000001
67,166.667,169.667,76.333,80.333,45.667,41.667,30.0,28.0,22.0,18.333,15.0,14.0,15.333,25.333000000000002,43.333,16.0,14.667,12.667,11.333,10.667,12.333,9.333,9.333,7.667000000000001
68,176.0,175.333,77.0,82.333,48.333,42.333,30.0,28.0,22.0,22.666999999999998,15.0,13.667,15.0,25.666999999999998,54.333,15.0,14.0,13.333,11.333,10.667,13.333,9.333,9.333,7.667000000000001
69,175.667,165.667,77.0,80.667,48.0,43.667,30.333000000000002,27.333000000000002,22.333000000000002,24.333000000000002,15.333,13.667,15.333,26.333000000000002,50.667,16.0,14.0,13.333,12.333,11.0,13.333,9.333,12.667,9.0
70,178.0,155.0,77.0,81.333,47.333,43.667,29.666999999999998,26.666999999999998,23.0,25.0,15.333,13.667,16.0,25.333000000000002,50.667,16.0,15.333,13.667,12.333,11.0,15.0,9.333,12.667,9.0
71,184.667,152.333,79.0,82.333,50.0,44.333,33.667,27.666999999999998,23.0,25.0,15.333,14.0,16.333,25.333000000000002,49.0,19.333,16.0,13.333,12.667,11.0,15.0,9.333,14.0,9.0
72,180.333,152.333,78.0,81.0,52.333,45.667,35.667,29.0,23.0,24.666999999999998,15.333,13.667,16.333,24.0,46.333,18.0,16.0,13.667,12.667,11.0,15.0,9.333,14.0,9.0
73,171.667,158.667,77.667,81.667,50.0,44.333,37.0,28.333000000000002,24.0,24.0,16.333,13.667,15.667,24.666999999999998,42.0,17.667,17.333,13.667,13.333,11.0,15.333,10.0,14.0,9.333
74,182.333,157.667,76.333,80.667,51.0,45.667,38.333,28.333000000000002,25.333000000000002,22.0,16.333,14.667,15.667,24.333000000000002,29.333000000000002,18.0,14.0,13.667,13.333,11.0,16.0,10.0,14.0,9.333
75,185.0,150.0,75.667,77.667,51.333,44.0,35.0,31.333000000000002,24.0,21.0,16.0,15.333,16.0,25.666999999999998,24.0,18.0,15.0,13.667,13.333,11.0,14.667,10.667,13.333,9.333
76,174.667,152.333,76.333,79.333,52.0,43.333,32.667,34.667,23.333000000000002,16.0,16.0,15.0,15.333,26.333000000000002,17.0,17.333,14.0,13.667,13.333,11.0,15.333,10.667,13.333,9.333
77,172.667,150.667,75.333,81.333,49.667,44.667,33.0,35.333,24.0,15.667,15.667,15.333,15.667,28.0,12.667,16.333,14.667,13.667,13.667,11.0,12.667,11.0,12.333,9.333
78,182.667,156.0,81.667,81.333,49.667,47.667,33.0,36.0,24.333000000000002,16.0,15.333,17.333,16.333,28.0,12.667,14.0,13.667,13.667,13.667,11.0,12.667,11.0,12.333,9.333
79,183.333,158.333,82.667,81.333,50.667,50.667,38.667,31.333000000000002,24.0,16.0,16.333,16.0,16.0,28.0,12.667,15.0,15.0,13.667,13.667,11.0,11.333,12.333,10.667,9.333
80,181.0,151.333,78.667,80.333,52.667,52.0,43.333,33.0,24.666999999999998,17.333,17.0,16.333,15.0,26.333000000000002,12.667,15.0,13.333,15.0,13.667,11.0,11.333,12.333,10.667,9.333
81,183.667,153.333,80.333,79.333,53.0,54.333,42.0,29.333000000000002,24.666999999999998,20.333,17.0,16.0,15.0,25.666999999999998,13.667,15.667,13.667,15.0,13.667,11.0,9.333,12.667,8.0,9.333
82,182.667,157.0,79.0,79.333,53.0,52.0,40.333,34.667,25.333000000000002,34.333,17.333,14.667,15.0,25.666999999999998,14.667,16.0,14.0,14.0,13.667,11.0,9.333,12.667,8.0,9.333
83,176.333,155.667,77.333,80.333,53.333,48.667,41.333,37.0,25.666999999999998,36.333,17.667,15.333,15.0,26.333000000000002,40.667,17.333,14.0,14.667,13.667,11.0,9.333,12.667,5.332999999999999,9.0
84,177.333,157.667,75.333,78.667,53.333,48.667,42.0,37.667,27.666999999999998,53.667,18.333,15.0,15.0,28.0,43.333,17.667,14.0,15.333,13.667,11.0,9.333,12.667,5.332999999999999,9.0
85,179.0,165.667,78.0,81.333,54.333,47.333,42.667,36.667,32.667,58.333,18.667,15.333,15.0,28.0,55.667,19.333,14.667,16.0,13.333,11.0,9.333,13.333,5.332999999999999,8.333
86,178.0,157.667,80.333,82.333,53.333,46.667,42.667,36.667,33.333,58.667,20.333,15.667,17.0,27.333000000000002,62.333,22.333000000000002,15.0,16.333,13.333,11.0,9.333,14.0,5.332999999999999,8.333
87,178.333,156.667,81.0,80.0,62.333,48.667,42.333,35.333,32.0,49.333,21.0,16.333,18.0,26.333000000000002,77.0,24.333000000000002,17.667,16.0,13.333,11.333,9.333,13.667,5.332999999999999,8.0
88,177.0,164.667,81.0,78.0,54.667,49.333,42.333,35.333,30.333000000000002,44.333,21.666999999999998,16.0,18.333,27.666999999999998,85.0,26.333000000000002,20.666999999999998,16.333,13.333,11.333,9.333,13.667,5.332999999999999,8.0
89,184.0,168.333,81.0,80.333,54.0,50.667,41.0,34.333,28.0,38.0,22.0,16.333,20.666999999999998,28.333000000000002,97.667,28.0,22.0,15.667,13.333,12.667,11.333,13.667,5.332999999999999,8.0
90,188.0,160.0,81.667,78.0,54.0,51.667,42.0,32.667,24.333000000000002,29.666999999999998,22.333000000000002,16.333,19.667,31.333000000000002,102.333,26.333000000000002,22.0,15.333,13.333,12.667,11.333,13.667,5.332999999999999,8.0
91,180.0,156.0,81.333,82.667,52.667,53.333,41.0,33.667,22.333000000000002,18.333,22.333000000000002,16.0,19.333,36.667,95.0,28.0,22.333000000000002,15.333,13.333,12.667,18.333,13.667,8.0,8.0
92,177.333,163.0,81.333,83.0,55.333,53.333,41.0,34.333,23.0,15.667,22.333000000000002,15.667,20.333,39.0,95.667,27.333000000000002,22.0,15.667,13.333,12.667,18.0,13.667,8.0,8.0
93,180.0,168.333,82.667,83.667,60.333,54.0,40.667,34.333,23.0,15.667,21.666999999999998,16.333,19.333,39.667,92.0,24.666999999999998,21.666999999999998,15.667,13.667,12.667,22.333000000000002,12.667,12.333,9.0
94,178.667,157.0,82.0,89.333,61.0,55.333,42.667,34.333,22.666999999999998,15.667,22.333000000000002,16.333,18.667,36.333,75.0,22.666999999999998,21.666999999999998,15.667,13.667,12.667,26.666999999999998,12.667,12.333,9.0
95,178.667,158.333,86.667,83.333,59.333,58.333,44.333,33.333,33.0,15.667,20.666999999999998,17.0,19.667,32.333,69.667,22.333000000000002,20.666999999999998,16.0,13.667,12.667,27.666999999999998,12.333,13.667,10.0
